election,office,boro,dist,aded,elname,title,boron,used,cands,num,format,pubct,abs,fed,emer,aff,total,scatter,unrec,dem,demcan,dvote,rep,repcan,rvote,ind,indcan,ivote,cons,concan,cvote,wfp,wfpcan,wfpvote,swp,swpcan,swpvote,soc,soccan,socvote,green,greencan,grnvote,liber,libcan,libvote,pop,popcan,popvote
2008G,1,5,NY,60039,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    39th,557,15,1,0,3,0,0,7,Democratic,Barack Obama / Joe Biden,236,Republican,John McCain / Sarah Palin,283,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,21,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,60040,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    40th,382,14,2,0,10,0,0,2,Democratic,Barack Obama / Joe Biden,139,Republican,John McCain / Sarah Palin,238,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60041,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    41st,485,19,0,0,13,0,0,5,Democratic,Barack Obama / Joe Biden,212,Republican,John McCain / Sarah Palin,255,Independence,John McCain / Sarah Palin,18,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,7,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,60042,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    42nd,430,23,1,0,15,0,0,4,Democratic,Barack Obama / Joe Biden,184,Republican,John McCain / Sarah Palin,239,Independence,John McCain / Sarah Palin,18,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,60043,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    43rd,392,16,0,0,8,0,0,3,Democratic,Barack Obama / Joe Biden,149,Republican,John McCain / Sarah Palin,216,Independence,John McCain / Sarah Palin,15,Conservative,John McCain / Sarah Palin,22,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,5,NY,60044,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    44th,453,13,0,0,8,0,1,2,Democratic,Barack Obama / Joe Biden,192,Republican,John McCain / Sarah Palin,248,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,60045,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    45th,257,12,2,0,2,0,0,2,Democratic,Barack Obama / Joe Biden,76,Republican,John McCain / Sarah Palin,169,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60046,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    46th,409,46,0,0,14,0,0,114,Democratic,Barack Obama / Joe Biden,156,Republican,John McCain / Sarah Palin,171,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60047,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    47th,145,10,0,0,3,0,0,1,Democratic,Barack Obama / Joe Biden,41,Republican,John McCain / Sarah Palin,105,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,60048,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    48th,360,9,1,0,8,0,0,3,Democratic,Barack Obama / Joe Biden,105,Republican,John McCain / Sarah Palin,233,Independence,John McCain / Sarah Palin,13,Conservative,John McCain / Sarah Palin,18,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60049,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    49th,481,29,0,0,9,0,0,2,Democratic,Barack Obama / Joe Biden,197,Republican,John McCain / Sarah Palin,279,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,60050,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    50th,414,12,1,0,16,0,0,7,Democratic,Barack Obama / Joe Biden,163,Republican,John McCain / Sarah Palin,241,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,60051,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    51st,504,21,0,0,13,0,0,3,Democratic,Barack Obama / Joe Biden,205,Republican,John McCain / Sarah Palin,285,Independence,John McCain / Sarah Palin,13,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,18,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,60052,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    52nd,447,19,1,0,8,0,0,2,Democratic,Barack Obama / Joe Biden,142,Republican,John McCain / Sarah Palin,297,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,18,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,60053,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    53rd,358,21,1,0,8,0,1,3,Democratic,Barack Obama / Joe Biden,94,Republican,John McCain / Sarah Palin,269,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,60054,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    54th,416,15,7,0,19,0,0,2,Democratic,Barack Obama / Joe Biden,130,Republican,John McCain / Sarah Palin,275,Independence,John McCain / Sarah Palin,16,Conservative,John McCain / Sarah Palin,26,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60055,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    55th,519,11,6,0,12,0,0,0,Democratic,Barack Obama / Joe Biden,175,Republican,John McCain / Sarah Palin,311,Independence,John McCain / Sarah Palin,29,Conservative,John McCain / Sarah Palin,23,Working Families,Barack Obama / Joe Biden,29,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,4,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,60056,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    56th,481,12,0,0,7,0,0,3,Democratic,Barack Obama / Joe Biden,168,Republican,John McCain / Sarah Palin,293,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,60057,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    57th,465,16,1,0,9,0,0,3,Democratic,Barack Obama / Joe Biden,181,Republican,John McCain / Sarah Palin,270,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,19,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,60058,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    58th,515,13,0,0,17,0,0,1,Democratic,Barack Obama / Joe Biden,130,Republican,John McCain / Sarah Palin,368,Independence,John McCain / Sarah Palin,16,Conservative,John McCain / Sarah Palin,20,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,60059,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    59th,505,15,0,0,11,0,0,3,Democratic,Barack Obama / Joe Biden,183,Republican,John McCain / Sarah Palin,303,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,22,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,60060,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    60th,503,16,3,0,8,0,1,6,Democratic,Barack Obama / Joe Biden,189,Republican,John McCain / Sarah Palin,286,Independence,John McCain / Sarah Palin,21,Conservative,John McCain / Sarah Palin,20,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60061,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    61st,528,16,1,0,15,0,1,3,Democratic,Barack Obama / Joe Biden,158,Republican,John McCain / Sarah Palin,348,Independence,John McCain / Sarah Palin,25,Conservative,John McCain / Sarah Palin,15,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60062,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    62nd,507,20,0,0,35,0,1,4,Democratic,Barack Obama / Joe Biden,179,Republican,John McCain / Sarah Palin,333,Independence,John McCain / Sarah Palin,21,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,60063,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    63rd,466,24,1,0,9,0,1,9,Democratic,Barack Obama / Joe Biden,157,Republican,John McCain / Sarah Palin,293,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,60064,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    64th,4,4,0,21,8,0,0,5,Democratic,Barack Obama / Joe Biden,13,Republican,John McCain / Sarah Palin,19,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60075,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    75th,337,4,2,0,7,0,0,3,Democratic,Barack Obama / Joe Biden,211,Republican,John McCain / Sarah Palin,113,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60076,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    76th,372,13,0,0,8,0,0,6,Democratic,Barack Obama / Joe Biden,235,Republican,John McCain / Sarah Palin,130,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60077,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    77th,452,14,2,0,19,0,0,5,Democratic,Barack Obama / Joe Biden,289,Republican,John McCain / Sarah Palin,156,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,2,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,3,NY,60078,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    78th,497,11,0,0,19,0,0,2,Democratic,Barack Obama / Joe Biden,355,Republican,John McCain / Sarah Palin,137,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60079,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    79th,118,5,1,0,4,0,0,0,Democratic,Barack Obama / Joe Biden,72,Republican,John McCain / Sarah Palin,43,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60080,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    80th,263,13,0,0,12,0,0,3,Democratic,Barack Obama / Joe Biden,174,Republican,John McCain / Sarah Palin,83,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60081,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    81st,421,18,1,0,6,0,0,5,Democratic,Barack Obama / Joe Biden,234,Republican,John McCain / Sarah Palin,173,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60082,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    82nd,171,2,5,0,4,0,0,1,Democratic,Barack Obama / Joe Biden,113,Republican,John McCain / Sarah Palin,50,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60083,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    83rd,256,6,1,0,8,0,0,6,Democratic,Barack Obama / Joe Biden,180,Republican,John McCain / Sarah Palin,67,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60084,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    84th,466,14,3,0,14,0,0,6,Democratic,Barack Obama / Joe Biden,265,Republican,John McCain / Sarah Palin,183,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60085,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    85th,495,11,9,0,26,0,0,3,Democratic,Barack Obama / Joe Biden,315,Republican,John McCain / Sarah Palin,188,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60086,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    86th,322,15,2,0,10,0,0,4,Democratic,Barack Obama / Joe Biden,220,Republican,John McCain / Sarah Palin,103,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60087,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    87th,430,14,2,0,13,0,0,1,Democratic,Barack Obama / Joe Biden,292,Republican,John McCain / Sarah Palin,138,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60088,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    88th,353,8,3,1,15,0,4,4,Democratic,Barack Obama / Joe Biden,275,Republican,John McCain / Sarah Palin,72,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,3,NY,60089,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    89th,421,8,1,1,18,0,0,2,Democratic,Barack Obama / Joe Biden,294,Republican,John McCain / Sarah Palin,120,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,4,Libertarian,Bob Barr / Wayne A Root,6,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60090,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    90th,439,11,2,0,13,0,0,2,Democratic,Barack Obama / Joe Biden,261,Republican,John McCain / Sarah Palin,166,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60091,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    91st,404,20,1,0,12,0,0,4,Democratic,Barack Obama / Joe Biden,193,Republican,John McCain / Sarah Palin,191,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,28,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,4,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,3,NY,60092,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    92nd,482,7,1,0,24,0,0,2,Democratic,Barack Obama / Joe Biden,315,Republican,John McCain / Sarah Palin,152,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,7,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60093,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    93rd,541,22,6,0,25,0,1,6,Democratic,Barack Obama / Joe Biden,347,Republican,John McCain / Sarah Palin,189,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,16,Socialist Workers,Roger Calero / Alyson Ken,2,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,5,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60094,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    94th,421,13,2,0,11,0,1,3,Democratic,Barack Obama / Joe Biden,275,Republican,John McCain / Sarah Palin,124,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,7,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60095,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    95th,463,20,0,0,15,0,1,2,Democratic,Barack Obama / Joe Biden,300,Republican,John McCain / Sarah Palin,148,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,20,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60096,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    96th,383,15,1,0,29,0,0,2,Democratic,Barack Obama / Joe Biden,241,Republican,John McCain / Sarah Palin,140,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,4,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60097,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    97th,400,6,3,0,18,0,0,0,Democratic,Barack Obama / Joe Biden,236,Republican,John McCain / Sarah Palin,157,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,4,Populist,Ralph Nader / Matt Gonzal,1
