ElectionID,OfficeCode,BoroughCode,PoliticalDistrict,AD,ED,ElectionName,OfficeTitle,BoroName,EDused,NumofCandidates,VoteforNum,DistFormatted,PubCounter,AbsenteeMil,Federal,Emergency,Affidavit,TotForOffice,Scattered,Unrecorded,PartyName1,CandName1,CandVotes1,PartyName2,CandName2,CandVotes2,PartyName3,CandName3,CandVotes3,PartyName4,CandName4,CandVotes4,PartyName5,CandName5,CandVotes5,PartyName6,CandName6,CandVotes6,PartyName7,CandName7,CandVotes7,PartyName8,CandName8,CandVotes8,TotVotes,ADED2012
2012G,1,3,NY,57,7,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     7th,526,5,0,0,74,600,0,5,Democratic,Barack Obama / Joe Biden,585,Republican,Mitt Romney / Paul Ryan,5,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,9,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,600,57007
2012G,1,3,NY,57,8,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     8th,431,8,1,0,60,500,0,0,Democratic,Barack Obama / Joe Biden,491,Republican,Mitt Romney / Paul Ryan,6,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,500,57008
2012G,1,3,NY,57,9,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     9th,549,21,2,0,55,626,1,1,Democratic,Barack Obama / Joe Biden,556,Republican,Mitt Romney / Paul Ryan,40,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,20,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,6,Constitution,Virgil Goode / Jim Clymer,0,625,57009
2012G,1,3,NY,57,10,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    10th,456,21,7,0,48,525,1,7,Democratic,Barack Obama / Joe Biden,474,Republican,Mitt Romney / Paul Ryan,21,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,24,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,524,57010
2012G,1,3,NY,57,11,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    11th,485,46,4,0,17,551,0,1,Democratic,Barack Obama / Joe Biden,510,Republican,Mitt Romney / Paul Ryan,20,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,15,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,551,57011
2012G,1,3,NY,57,12,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    12th,551,7,1,0,68,627,0,0,Democratic,Barack Obama / Joe Biden,624,Republican,Mitt Romney / Paul Ryan,0,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,627,57012
2012G,1,3,NY,57,13,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    13th,198,5,0,0,14,216,0,1,Democratic,Barack Obama / Joe Biden,213,Republican,Mitt Romney / Paul Ryan,1,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,216,57013
2012G,1,3,NY,57,14,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    14th,38,1,0,0,92,128,0,3,Democratic,Barack Obama / Joe Biden,114,Republican,Mitt Romney / Paul Ryan,6,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,128,57014
2012G,1,3,NY,57,15,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    15th,527,24,3,0,54,603,0,5,Democratic,Barack Obama / Joe Biden,525,Republican,Mitt Romney / Paul Ryan,9,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,54,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,603,57015
2012G,1,3,NY,57,16,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    16th,623,13,4,0,84,720,0,4,Democratic,Barack Obama / Joe Biden,643,Republican,Mitt Romney / Paul Ryan,19,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,45,Green,Jill Stein / Cheri Honkal,8,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,720,57016
2012G,1,3,NY,57,17,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    17th,737,24,15,0,49,824,0,1,Democratic,Barack Obama / Joe Biden,742,Republican,Mitt Romney / Paul Ryan,21,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,50,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,824,57017
2012G,1,3,NY,57,18,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    18th,698,21,8,0,56,775,1,8,Democratic,Barack Obama / Joe Biden,735,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,19,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,774,57018
2012G,1,3,NY,57,19,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    19th,101,4,0,0,15,120,0,0,Democratic,Barack Obama / Joe Biden,81,Republican,Mitt Romney / Paul Ryan,20,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,2,120,57019
2012G,1,3,NY,57,20,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    20th,9,0,0,0,23,31,0,1,Democratic,Barack Obama / Joe Biden,28,Republican,Mitt Romney / Paul Ryan,2,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,31,57020
2012G,1,3,NY,57,21,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    21st,638,45,3,0,80,757,1,9,Democratic,Barack Obama / Joe Biden,685,Republican,Mitt Romney / Paul Ryan,28,Conservative,Mitt Romney / Paul Ryan,6,Working Families,Barack Obama / Joe Biden,25,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,756,57021
2012G,1,3,NY,57,22,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    22nd,538,9,7,0,83,635,0,2,Democratic,Barack Obama / Joe Biden,565,Republican,Mitt Romney / Paul Ryan,21,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,32,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,7,Constitution,Virgil Goode / Jim Clymer,0,635,57022
2012G,1,3,NY,57,23,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    23rd,499,4,3,0,98,601,0,3,Democratic,Barack Obama / Joe Biden,537,Republican,Mitt Romney / Paul Ryan,33,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,14,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,601,57023
2012G,1,3,NY,57,24,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    24th,596,28,3,0,59,684,0,2,Democratic,Barack Obama / Joe Biden,600,Republican,Mitt Romney / Paul Ryan,20,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,44,Green,Jill Stein / Cheri Honkal,11,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,1,684,57024
2012G,1,3,NY,57,25,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    25th,786,41,2,0,69,894,0,4,Democratic,Barack Obama / Joe Biden,776,Republican,Mitt Romney / Paul Ryan,28,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,69,Green,Jill Stein / Cheri Honkal,14,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,894,57025
2012G,1,3,NY,57,26,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    26th,622,39,12,0,48,719,0,2,Democratic,Barack Obama / Joe Biden,635,Republican,Mitt Romney / Paul Ryan,15,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,57,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,719,57026
2012G,1,3,NY,57,27,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    27th,743,32,13,0,87,874,1,1,Democratic,Barack Obama / Joe Biden,781,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,55,Green,Jill Stein / Cheri Honkal,19,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,873,57027
2012G,1,3,NY,57,28,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    28th,536,28,5,0,44,608,1,5,Democratic,Barack Obama / Joe Biden,540,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,37,Green,Jill Stein / Cheri Honkal,15,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,607,57028
2012G,1,3,NY,57,29,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    29th,562,19,5,0,48,632,1,2,Democratic,Barack Obama / Joe Biden,563,Republican,Mitt Romney / Paul Ryan,10,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,48,Green,Jill Stein / Cheri Honkal,8,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,631,57029
2012G,1,3,NY,57,30,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    30th,475,14,6,0,21,512,1,4,Democratic,Barack Obama / Joe Biden,487,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,14,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,511,57030
2012G,1,3,NY,57,31,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    31st,716,30,3,0,26,774,0,1,Democratic,Barack Obama / Joe Biden,740,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,16,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,774,57031
2012G,1,3,NY,57,32,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    32nd,398,4,0,0,22,422,0,2,Democratic,Barack Obama / Joe Biden,415,Republican,Mitt Romney / Paul Ryan,6,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,422,57032
2012G,1,3,NY,57,33,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    33rd,598,5,0,0,52,652,0,3,Democratic,Barack Obama / Joe Biden,643,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,652,57033
2012G,1,3,NY,57,34,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    34th,691,23,6,0,74,786,0,8,Democratic,Barack Obama / Joe Biden,715,Republican,Mitt Romney / Paul Ryan,11,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,47,Green,Jill Stein / Cheri Honkal,11,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,786,57034
2012G,1,3,NY,57,35,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    35th,661,17,1,0,57,732,0,4,Democratic,Barack Obama / Joe Biden,690,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,30,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,1,732,57035
2012G,1,3,NY,57,36,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    36th,577,21,4,0,91,663,0,30,Democratic,Barack Obama / Joe Biden,603,Republican,Mitt Romney / Paul Ryan,12,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,35,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,663,57036
2012G,1,3,NY,57,37,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    37th,553,22,4,0,76,649,1,6,Democratic,Barack Obama / Joe Biden,602,Republican,Mitt Romney / Paul Ryan,6,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,33,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,648,57037
2012G,1,3,NY,57,38,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    38th,671,11,6,0,80,764,0,4,Democratic,Barack Obama / Joe Biden,713,Republican,Mitt Romney / Paul Ryan,10,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,29,Green,Jill Stein / Cheri Honkal,10,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,764,57038
2012G,1,3,NY,57,39,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    39th,755,23,4,0,54,835,0,1,Democratic,Barack Obama / Joe Biden,764,Republican,Mitt Romney / Paul Ryan,4,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,52,Green,Jill Stein / Cheri Honkal,12,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,1,835,57039
2012G,1,3,NY,57,40,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    40th,567,18,6,0,33,621,0,3,Democratic,Barack Obama / Joe Biden,568,Republican,Mitt Romney / Paul Ryan,10,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,34,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,621,57040
2012G,1,3,NY,57,41,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    41st,628,14,7,0,70,717,1,2,Democratic,Barack Obama / Joe Biden,651,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,36,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,6,Constitution,Virgil Goode / Jim Clymer,0,716,57041
2012G,1,3,NY,57,42,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    42nd,544,44,7,0,36,626,0,5,Democratic,Barack Obama / Joe Biden,574,Republican,Mitt Romney / Paul Ryan,9,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,33,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,626,57042
2012G,1,3,NY,57,43,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    43rd,625,22,5,0,41,690,1,3,Democratic,Barack Obama / Joe Biden,605,Republican,Mitt Romney / Paul Ryan,17,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,52,Green,Jill Stein / Cheri Honkal,13,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,689,57043
2012G,1,3,NY,57,44,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    44th,596,52,2,0,52,696,0,6,Democratic,Barack Obama / Joe Biden,655,Republican,Mitt Romney / Paul Ryan,12,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,20,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,696,57044
2012G,1,3,NY,57,45,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    45th,530,6,3,0,51,589,0,1,Democratic,Barack Obama / Joe Biden,565,Republican,Mitt Romney / Paul Ryan,5,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,13,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,589,57045
2012G,1,3,NY,57,46,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    46th,385,8,1,0,31,422,0,3,Democratic,Barack Obama / Joe Biden,411,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,422,57046
2012G,1,3,NY,57,47,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    47th,634,25,6,0,65,725,0,5,Democratic,Barack Obama / Joe Biden,653,Republican,Mitt Romney / Paul Ryan,7,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,48,Green,Jill Stein / Cheri Honkal,16,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,725,57047
2012G,1,3,NY,57,48,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    48th,608,24,7,0,55,691,0,3,Democratic,Barack Obama / Joe Biden,620,Republican,Mitt Romney / Paul Ryan,9,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,46,Green,Jill Stein / Cheri Honkal,13,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,691,57048
2012G,1,3,NY,57,49,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    49th,339,3,0,0,34,376,1,0,Democratic,Barack Obama / Joe Biden,354,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,12,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,375,57049
2012G,1,3,NY,57,50,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    50th,683,17,4,0,60,759,0,5,Democratic,Barack Obama / Joe Biden,706,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,37,Green,Jill Stein / Cheri Honkal,10,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,759,57050
2012G,1,3,NY,57,51,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    51st,568,12,5,0,75,658,1,2,Democratic,Barack Obama / Joe Biden,603,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,32,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,657,57051
2012G,1,3,NY,57,52,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    52nd,522,10,1,0,108,633,0,8,Democratic,Barack Obama / Joe Biden,599,Republican,Mitt Romney / Paul Ryan,7,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,15,Green,Jill Stein / Cheri Honkal,8,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,633,57052
2012G,1,3,NY,57,53,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    53rd,639,11,2,0,76,722,1,6,Democratic,Barack Obama / Joe Biden,685,Republican,Mitt Romney / Paul Ryan,5,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,24,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,721,57053
2012G,1,3,NY,57,54,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    54th,509,8,4,0,58,575,0,4,Democratic,Barack Obama / Joe Biden,540,Republican,Mitt Romney / Paul Ryan,8,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,22,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,575,57054
2012G,1,3,NY,57,55,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    55th,492,9,6,0,42,547,3,2,Democratic,Barack Obama / Joe Biden,501,Republican,Mitt Romney / Paul Ryan,7,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,24,Green,Jill Stein / Cheri Honkal,8,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,544,57055
2012G,1,3,NY,57,56,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    56th,633,16,5,0,75,725,1,4,Democratic,Barack Obama / Joe Biden,678,Republican,Mitt Romney / Paul Ryan,3,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,32,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,1,724,57056
2012G,1,3,NY,57,57,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    57th,591,20,1,0,87,698,1,1,Democratic,Barack Obama / Joe Biden,662,Republican,Mitt Romney / Paul Ryan,10,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,17,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,697,57057
2012G,1,3,NY,57,58,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    58th,384,4,1,0,87,475,0,1,Democratic,Barack Obama / Joe Biden,447,Republican,Mitt Romney / Paul Ryan,5,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,21,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,1,475,57058
2012G,1,3,NY,57,59,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    59th,384,10,0,0,67,460,0,1,Democratic,Barack Obama / Joe Biden,425,Republican,Mitt Romney / Paul Ryan,6,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,17,Green,Jill Stein / Cheri Honkal,8,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,460,57059
2012G,1,3,NY,57,60,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    60th,407,9,3,0,55,474,1,0,Democratic,Barack Obama / Joe Biden,419,Republican,Mitt Romney / Paul Ryan,18,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,23,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,2,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,1,473,57060
2012G,1,3,NY,57,61,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    61st,425,11,10,0,41,482,0,5,Democratic,Barack Obama / Joe Biden,419,Republican,Mitt Romney / Paul Ryan,27,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,25,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,1,482,57061
